osm_id,tags,geom
27548009,'{"ISO3166-2":"KZ-AST","addr:country":"KZ","addr:postcode":"010000","addr:region":"Астана","admin_level":"2","capital":"yes","capital_ISO3166-1":"yes","ele":"347","name":"Астана","name:am":"አስታና","name:an":"Astaná","name:ar":"أستانا","name:arc":"ܐܣܛܐܢܐ","name:az":"Astana","name:az-Arab":"آستانا","name:azb":"آستانا","name:be":"Астана","name:be-tarask":"Астана","name:bg":"Астана","name:bn":"আস্তানা","name:bo":"ཨ་སི་ཐ་ན།","name:br":"Astana","name:ca":"Astana","name:ce":"Астана","name:ckb":"ئاستانا","name:cs":"Astana","name:da":"Astana","name:de":"Astana","name:el":"Αστάνα","name:en":"Astana","name:eo":"Astano","name:es":"Astaná","name:et":"Astana","name:fa":"آستانه","name:fi":"Astana","name:fr":"Astana","name:gl":"Astana","name:grc":"Ἀστάνη","name:he":"אסטנה","name:hi":"अस्ताना","name:hr":"Astana","name:hu":"Asztana","name:hy":"Աստանա","name:id":"Astana","name:is":"Astana","name:it":"Astana","name:ja":"アスタナ","name:jv":"Astana","name:ka":"ასტანა","name:kab":"Astana","name:kbd":"Астана","name:kk":"Астана","name:kk-Arab":"استانا","name:kn":"ಅಸ್ತಾನ","name:ko":"아스타나","name:koi":"Астана","name:ks":"آستانہ","name:ku":"Astana","name:ku-Arab":"ئاستانا","name:kv":"Астана","name:ky":"Астана","name:lez":"Астана","name:lrc":"آستانه","name:lt":"Astana","name:lv":"Astana","name:mk":"Астана","name:ml":"അസ്താന","name:mn":"Астана","name:mr":"नूर-सुल्तान","name:mrj":"Астана","name:myv":"Астана ош","name:mzn":"آستانه","name:nl":"Astana","name:no":"Astana","name:os":"Астана","name:ota":"آستانا","name:pa":"ਅਸਤਾਨਾ","name:pl":"Astana","name:pnb":"آستانہ","name:prefix":"город","name:prefix:kk":"қала","name:prefix:ru":"город","name:ps":"استانه","name:pt":"Astana","name:ru":"Астана","name:sah":"Астана","name:sk":"Astana","name:sl":"Astana","name:sr":"Астана","name:sr-Latn":"Astana","name:sv":"Astana","name:syc":"ܐܣܛܐܢܐ","name:ta":"அஸ்தானா","name:tg":"Остона","name:th":"อัสตานา","name:tk":"Astan","name:tr":"Astana","name:tt":"Астана","name:udm":"Астана","name:ug":"ئاستانا","name:ur":"آستانہ","name:uz":"Ostona","name:vep":"Astan","name:xmf":"ასტანა","name:yi":"אסטאנא","name:yue":"阿斯塔納","name:zh":"阿斯塔纳","name:zh-Hans":"阿斯塔纳","name:zh-Hant":"阿斯塔納","old_name":"Нур-Султан;Целиноград;Акмола","old_name:ar":"نور سلطان","old_name:arc":"ܢܘܪ ܣܘܠܛܐܢ","old_name:azb":"نور سلطان","old_name:ckb":"نوورسوڵتان","old_name:cs":"Akmola;Celinograd;Nur-Sultan","old_name:de":"Akmolinsk;Zelinograd;Aqmola;Nur-Sultan","old_name:el":"Ακμόλι;Τσελίνογκραντ;Νουρσουλτάν","old_name:es":"Akmolinsk;Tselinograd;Akmola;Nursultán","old_name:fa":"آق‌مالینسک;تسلینوگراد;آق‌مولا;نورسلطان","old_name:grc":"Νυρσυλτανία","old_name:ko":"누르술탄","old_name:ks":"نور سلطان","old_name:ku-Arab":"ئاستانا","old_name:lrc":"آستانٱ;آستانه","old_name:ru":"Нур-Султан;Целиноград;Акмола;Акмолинск;","old_name:sr":"Акмолинск;Целиноград;Акмола;Нур Султан","old_name:syc":"ܢܘܪ ܣܘܠܛܐܢ","old_name:ug":"نۇرسۇلتان","old_name:uk":"Астана;Цілиноград;Ак-Мола;Акмолінськ","old_name:ur":"نور سلطان","place":"city","population":"1430136","population:date":"2024-01-01","source:name:br":"ofis publik ar brezhoneg","start_date":"1830","website":"http://astana.gov.kz","wikidata":"Q1520","wikipedia":"kk:Астана"}','SRID=4326;POINT(71.430668 51.128220)'
